strength,agility,expertise,endurance,health,height,performance,generation,N,K,M,threshold,character_type,selection_method_1,selection_method_2,selection_method_3,selection_method_4,crossing_method,mutation_method,new_generation_method,gene,A,B,p_m,Tc,T0,k,max_generations,max_generations_without_change,delta,optimal_fitness,optimal_fitness_error
40.46326986419654,28.013032982905298,37.35071064387373,20.750394802152073,23.42259170687234,1.8871449780780152,29.227123978651303,2,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,1,5,0.01,100,2
40.95478789091366,28.668351523639558,36.85930910182229,21.50126364272967,22.016287840894844,1.926340579734247,29.901001176378575,2,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,1,5,0.01,100,2
37.526336983989324,37.52621643949679,32.588661065043354,18.65794110052993,23.700844410940622,1.9395956789035786,30.576345720728416,2,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,1,5,0.01,100,2
40.4678562281226,33.385981388201145,30.735080679586794,21.130367967215918,24.28071373687356,1.8655258534799932,29.53354739862177,2,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,1,5,0.01,100,2
42.7007299270073,33.941605839416056,32.846715328467155,21.8978102189781,18.613138686131386,1.91714514741501,32.55463953837854,2,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,1,5,0.01,100,2
38.243741557465654,41.849091421731636,23.913766526703792,23.70761336699083,22.285787127108065,1.9102530721895952,30.666255696632643,3,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,2,5,0.01,100,2
42.262301469981885,34.21233928522343,30.857778760765335,23.180162593569293,19.487417890460062,1.923671424192477,31.752847593367253,3,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,2,5,0.01,100,2
43.806082302817934,37.2136746003676,25.46865250163833,23.628489069448502,19.88310152572764,1.9268452993665695,32.490246927244655,3,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,2,5,0.01,100,2
41.9878059435332,31.38626320482035,31.523589176874093,26.32396268791384,18.778378986858517,1.9028354685340836,30.249262522655144,3,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,2,5,0.01,100,2
37.121395629399885,40.59692599235229,23.716447207672147,21.75533432712021,26.809896843455473,1.9143007268412449,29.317109475810696,3,100,60,30,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,2,5,0.01,100,2
