generation,mean_performance,diversity,selection_method_1,selection_method_2,A_and_B,run
22,30.295057094041002,0.22550689256799142,deterministic_tournament,probabilistic_tournament,0.1,1
23,30.36523962503247,0.23423241830915734,deterministic_tournament,probabilistic_tournament,0.1,1
24,30.508667336781443,0.20244090374171142,deterministic_tournament,probabilistic_tournament,0.1,1
25,30.660536671568348,0.19106450864902103,deterministic_tournament,probabilistic_tournament,0.1,1
26,30.832769113916562,0.1695102202669806,deterministic_tournament,probabilistic_tournament,0.1,1
27,31.220272844258698,0.15436963809215368,deterministic_tournament,probabilistic_tournament,0.1,1
28,31.21728147464242,0.14646262833845214,deterministic_tournament,probabilistic_tournament,0.1,1
29,31.550843106222928,0.14443225241480973,deterministic_tournament,probabilistic_tournament,0.1,1
30,31.471805185259043,0.14804406080236446,deterministic_tournament,probabilistic_tournament,0.1,1
31,31.783855461748722,0.13413093050774585,deterministic_tournament,probabilistic_tournament,0.1,1
32,31.805276552666772,0.12348511432328974,deterministic_tournament,probabilistic_tournament,0.1,1
33,31.7435701939874,0.125032980588363,deterministic_tournament,probabilistic_tournament,0.1,1
34,32.281382808889866,0.11255355393775761,deterministic_tournament,probabilistic_tournament,0.1,1
35,32.0551586008938,0.12098898196395787,deterministic_tournament,probabilistic_tournament,0.1,1
36,32.10376908586156,0.12092186498954587,deterministic_tournament,probabilistic_tournament,0.1,1
37,32.45927715226711,0.12447528720088417,deterministic_tournament,probabilistic_tournament,0.1,1
38,32.62082145686693,0.1255961833940403,deterministic_tournament,probabilistic_tournament,0.1,1
39,32.40729437907007,0.15328988261414708,deterministic_tournament,probabilistic_tournament,0.1,1
40,32.80943752417741,0.16576029764203631,deterministic_tournament,probabilistic_tournament,0.1,1
41,32.864700137763,0.16493288783139617,deterministic_tournament,probabilistic_tournament,0.1,1
42,32.71634760947373,0.14475815861664756,deterministic_tournament,probabilistic_tournament,0.1,1
43,32.800837298398264,0.14115276038232102,deterministic_tournament,probabilistic_tournament,0.1,1
44,33.1740063650815,0.1205617672268885,deterministic_tournament,probabilistic_tournament,0.1,1
45,33.733633446322635,0.10847291996151069,deterministic_tournament,probabilistic_tournament,0.1,1
46,33.95583287931217,0.10481227968543107,deterministic_tournament,probabilistic_tournament,0.1,1
47,34.2292272260213,0.10041612729316762,deterministic_tournament,probabilistic_tournament,0.1,1
48,34.21100457785661,0.11290229347150858,deterministic_tournament,probabilistic_tournament,0.1,1
49,34.30148640759414,0.1255867810489049,deterministic_tournament,probabilistic_tournament,0.1,1
50,34.2567910264904,0.14657304625071046,deterministic_tournament,probabilistic_tournament,0.1,1
51,34.42449807928372,0.17093676212476125,deterministic_tournament,probabilistic_tournament,0.1,1
52,34.66745409818461,0.16416017738203925,deterministic_tournament,probabilistic_tournament,0.1,1
53,34.58086996230694,0.1703634785178482,deterministic_tournament,probabilistic_tournament,0.1,1
54,34.8047439087218,0.15784434134042238,deterministic_tournament,probabilistic_tournament,0.1,1
55,35.1149362358554,0.1550648314723048,deterministic_tournament,probabilistic_tournament,0.1,1
56,35.13882402232117,0.1492535768745076,deterministic_tournament,probabilistic_tournament,0.1,1
57,35.253579925016716,0.139766818907367,deterministic_tournament,probabilistic_tournament,0.1,1
58,35.446312627507865,0.1395008845072379,deterministic_tournament,probabilistic_tournament,0.1,1
59,35.50932653260479,0.1518179618394151,deterministic_tournament,probabilistic_tournament,0.1,1
60,35.813655377898115,0.1553696933823629,deterministic_tournament,probabilistic_tournament,0.1,1
61,35.73136630564545,0.1539372374281589,deterministic_tournament,probabilistic_tournament,0.1,1
62,35.86113394571524,0.15171065645476361,deterministic_tournament,probabilistic_tournament,0.1,1
63,36.0995338289689,0.15034742781967925,deterministic_tournament,probabilistic_tournament,0.1,1
64,36.228111240722015,0.1365270151883724,deterministic_tournament,probabilistic_tournament,0.1,1
65,36.42813494663337,0.11697188245594962,deterministic_tournament,probabilistic_tournament,0.1,1
66,36.3874975829403,0.10642836708003563,deterministic_tournament,probabilistic_tournament,0.1,1
67,36.462419404913405,0.1209602423175455,deterministic_tournament,probabilistic_tournament,0.1,1
68,35.858402678028625,0.12973193606190514,deterministic_tournament,probabilistic_tournament,0.1,1
69,36.60252984237223,0.10693355529655381,deterministic_tournament,probabilistic_tournament,0.1,1
70,37.02982239493359,0.11041610665017225,deterministic_tournament,probabilistic_tournament,0.1,1
71,37.24965238715147,0.12008305674792252,deterministic_tournament,probabilistic_tournament,0.1,1
72,37.4595954653314,0.13857003196473497,deterministic_tournament,probabilistic_tournament,0.1,1
73,37.43614465342308,0.16400322293660163,deterministic_tournament,probabilistic_tournament,0.1,1
74,37.72997855321946,0.17072183517862458,deterministic_tournament,probabilistic_tournament,0.1,1
75,37.80460247775791,0.15469751551913188,deterministic_tournament,probabilistic_tournament,0.1,1
76,37.65077007457428,0.13867223591969405,deterministic_tournament,probabilistic_tournament,0.1,1
77,37.71756313552969,0.11432651993777487,deterministic_tournament,probabilistic_tournament,0.1,1
78,38.01274680177003,0.11532070388512194,deterministic_tournament,probabilistic_tournament,0.1,1
79,38.2405807234548,0.11093182258984897,deterministic_tournament,probabilistic_tournament,0.1,1
80,38.439958511506575,0.1109457403736745,deterministic_tournament,probabilistic_tournament,0.1,1
81,38.811892841228506,0.13629574533273517,deterministic_tournament,probabilistic_tournament,0.1,1
82,38.833109521615455,0.14304313986181122,deterministic_tournament,probabilistic_tournament,0.1,1
83,39.048014184960245,0.14141032285755248,deterministic_tournament,probabilistic_tournament,0.1,1
84,38.79768790769967,0.1712842809668671,deterministic_tournament,probabilistic_tournament,0.1,1
85,39.21622773742553,0.15831212959917307,deterministic_tournament,probabilistic_tournament,0.1,1
86,39.34717573006655,0.14484318648672342,deterministic_tournament,probabilistic_tournament,0.1,1
87,39.298501993988246,0.13232416826408427,deterministic_tournament,probabilistic_tournament,0.1,1
88,39.4926193500028,0.1243475304619626,deterministic_tournament,probabilistic_tournament,0.1,1
89,39.40515087699597,0.12180284608273854,deterministic_tournament,probabilistic_tournament,0.1,1
90,39.47435910937625,0.14153524383351668,deterministic_tournament,probabilistic_tournament,0.1,1
91,39.45414614959382,0.16614746533202365,deterministic_tournament,probabilistic_tournament,0.1,1
92,39.949048882631146,0.18378423858177842,deterministic_tournament,probabilistic_tournament,0.1,1
93,40.272191318879095,0.21323649461149555,deterministic_tournament,probabilistic_tournament,0.1,1
94,40.59550734827387,0.2060524319910907,deterministic_tournament,probabilistic_tournament,0.1,1
95,40.74516093726492,0.1879081052966681,deterministic_tournament,probabilistic_tournament,0.1,1
96,41.04310574503345,0.16291050362420892,deterministic_tournament,probabilistic_tournament,0.1,1
97,41.068176994904796,0.17054720079528882,deterministic_tournament,probabilistic_tournament,0.1,1
98,41.00318985991999,0.14545682797360468,deterministic_tournament,probabilistic_tournament,0.1,1
99,41.15720475598167,0.13693114557561437,deterministic_tournament,probabilistic_tournament,0.1,1
100,41.162229295343515,0.1643550817701829,deterministic_tournament,probabilistic_tournament,0.1,1
101,41.15123124768758,0.1705714333508769,deterministic_tournament,probabilistic_tournament,0.1,1
102,41.336799408702525,0.1748103517618912,deterministic_tournament,probabilistic_tournament,0.1,1
103,40.937459742256905,0.1915031609901661,deterministic_tournament,probabilistic_tournament,0.1,1
104,41.29315115648758,0.17090672595667145,deterministic_tournament,probabilistic_tournament,0.1,1
105,41.02926339702416,0.173675758378939,deterministic_tournament,probabilistic_tournament,0.1,1
106,41.73115749235401,0.15188812110257358,deterministic_tournament,probabilistic_tournament,0.1,1
107,41.95021838415554,0.1319060013014831,deterministic_tournament,probabilistic_tournament,0.1,1
108,42.111530486637704,0.12828532558513475,deterministic_tournament,probabilistic_tournament,0.1,1
109,42.31016056312995,0.09730045535369153,deterministic_tournament,probabilistic_tournament,0.1,1
110,42.78429886607133,0.09612120408867779,deterministic_tournament,probabilistic_tournament,0.1,1
111,42.91347118774069,0.09984040210791902,deterministic_tournament,probabilistic_tournament,0.1,1
112,43.012827351987106,0.10984464821930036,deterministic_tournament,probabilistic_tournament,0.1,1
113,43.296212717359246,0.10831050858501778,deterministic_tournament,probabilistic_tournament,0.1,1
114,43.3927023496898,0.11587536071059945,deterministic_tournament,probabilistic_tournament,0.1,1
115,43.79849136650116,0.10952248738098996,deterministic_tournament,probabilistic_tournament,0.1,1
116,43.68378538374199,0.11582527909241662,deterministic_tournament,probabilistic_tournament,0.1,1
117,43.584375181475906,0.1318214824007914,deterministic_tournament,probabilistic_tournament,0.1,1
118,44.03284555233567,0.1482029953022523,deterministic_tournament,probabilistic_tournament,0.1,1
119,44.1499913779701,0.15338420263482708,deterministic_tournament,probabilistic_tournament,0.1,1
120,44.08594883380059,0.14381293500849415,deterministic_tournament,probabilistic_tournament,0.1,1
121,44.17947127347051,0.12873268699547855,deterministic_tournament,probabilistic_tournament,0.1,1
122,44.348497098006256,0.11740241307218001,deterministic_tournament,probabilistic_tournament,0.1,1
123,44.15594892681312,0.12926762330832814,deterministic_tournament,probabilistic_tournament,0.1,1
124,44.57687097466503,0.1272362671905882,deterministic_tournament,probabilistic_tournament,0.1,1
125,44.70751476021598,0.14451120467918768,deterministic_tournament,probabilistic_tournament,0.1,1
126,44.97189790694388,0.13422811271111798,deterministic_tournament,probabilistic_tournament,0.1,1
127,44.80462325548203,0.15012801646613536,deterministic_tournament,probabilistic_tournament,0.1,1
128,44.85746273546786,0.18038346392380208,deterministic_tournament,probabilistic_tournament,0.1,1
129,44.85008491419539,0.21017145217505165,deterministic_tournament,probabilistic_tournament,0.1,1
130,44.28557838848861,0.22972203031373162,deterministic_tournament,probabilistic_tournament,0.1,1
131,44.66101090654261,0.25143684418350937,deterministic_tournament,probabilistic_tournament,0.1,1
132,44.79893718151211,0.2639964177584287,deterministic_tournament,probabilistic_tournament,0.1,1
133,45.0951899545972,0.2595504008418141,deterministic_tournament,probabilistic_tournament,0.1,1
134,45.781573556353266,0.2226305690610069,deterministic_tournament,probabilistic_tournament,0.1,1
135,46.40282366550101,0.18414697193391028,deterministic_tournament,probabilistic_tournament,0.1,1
136,46.60118454521866,0.17212723755052525,deterministic_tournament,probabilistic_tournament,0.1,1
137,46.993214489844576,0.1583337467773929,deterministic_tournament,probabilistic_tournament,0.1,1
138,47.085515581729275,0.14904655031739428,deterministic_tournament,probabilistic_tournament,0.1,1
139,47.14749225821401,0.15861234245732506,deterministic_tournament,probabilistic_tournament,0.1,1
140,46.57181317716602,0.17054000094353106,deterministic_tournament,probabilistic_tournament,0.1,1
141,47.26492341422143,0.1610457851233017,deterministic_tournament,probabilistic_tournament,0.1,1
142,47.01137278185319,0.17241585665053302,deterministic_tournament,probabilistic_tournament,0.1,1
143,47.55158742837316,0.15857937731277214,deterministic_tournament,probabilistic_tournament,0.1,1
144,47.538976352726884,0.16891586894517144,deterministic_tournament,probabilistic_tournament,0.1,1
145,47.979909212399434,0.18144725301850995,deterministic_tournament,probabilistic_tournament,0.1,1
146,48.32941066214746,0.17460563907716145,deterministic_tournament,probabilistic_tournament,0.1,1
147,48.578821356682155,0.1488790039192463,deterministic_tournament,probabilistic_tournament,0.1,1
148,48.67356252762936,0.10898063903702265,deterministic_tournament,probabilistic_tournament,0.1,1
149,48.664303298068596,0.12178325678833402,deterministic_tournament,probabilistic_tournament,0.1,1
150,48.888812712105356,0.1183065274517946,deterministic_tournament,probabilistic_tournament,0.1,1
0,19.242374826518517,1.5243969656974377,deterministic_tournament,probabilistic_tournament,0.1,2
1,20.763955908450086,1.531646717314464,deterministic_tournament,probabilistic_tournament,0.1,2
2,22.007881596966786,1.4668850319878615,deterministic_tournament,probabilistic_tournament,0.1,2
3,23.023208673596724,1.2249388080692338,deterministic_tournament,probabilistic_tournament,0.1,2
4,24.494095959455652,1.1420199115946115,deterministic_tournament,probabilistic_tournament,0.1,2
5,25.437269489577062,0.9580026053019802,deterministic_tournament,probabilistic_tournament,0.1,2
6,26.514727202695028,0.6426328575992816,deterministic_tournament,probabilistic_tournament,0.1,2
7,26.714405197576507,0.586906902404621,deterministic_tournament,probabilistic_tournament,0.1,2
8,27.225054909936894,0.4150513269207559,deterministic_tournament,probabilistic_tournament,0.1,2
9,27.727671894026408,0.42968283598254803,deterministic_tournament,probabilistic_tournament,0.1,2
10,28.238377591909284,0.4134009019853415,deterministic_tournament,probabilistic_tournament,0.1,2
11,28.661859594897628,0.39920915324635414,deterministic_tournament,probabilistic_tournament,0.1,2
12,28.674113237015632,0.35234832846978037,deterministic_tournament,probabilistic_tournament,0.1,2
13,28.91884908627909,0.3102394673070892,deterministic_tournament,probabilistic_tournament,0.1,2
14,29.14871245001362,0.24940222080527072,deterministic_tournament,probabilistic_tournament,0.1,2
15,29.46148546023405,0.1971933729593569,deterministic_tournament,probabilistic_tournament,0.1,2
16,29.518138795028573,0.20041313313803263,deterministic_tournament,probabilistic_tournament,0.1,2
17,29.818040102351564,0.17005663580956995,deterministic_tournament,probabilistic_tournament,0.1,2
18,29.594998137087842,0.21289642322302513,deterministic_tournament,probabilistic_tournament,0.1,2
19,29.890485191337362,0.1857877854523312,deterministic_tournament,probabilistic_tournament,0.1,2
20,29.954785293061278,0.19970542052519155,deterministic_tournament,probabilistic_tournament,0.1,2
21,30.151055556590173,0.20635481030881583,deterministic_tournament,probabilistic_tournament,0.1,2
22,30.295057094041002,0.22550689256799142,deterministic_tournament,probabilistic_tournament,0.1,2
23,30.36523962503247,0.23423241830915734,deterministic_tournament,probabilistic_tournament,0.1,2
24,30.508667336781443,0.20244090374171142,deterministic_tournament,probabilistic_tournament,0.1,2
25,30.660536671568348,0.19106450864902103,deterministic_tournament,probabilistic_tournament,0.1,2
26,30.832769113916562,0.1695102202669806,deterministic_tournament,probabilistic_tournament,0.1,2
27,31.220272844258698,0.15436963809215368,deterministic_tournament,probabilistic_tournament,0.1,2
28,31.21728147464242,0.14646262833845214,deterministic_tournament,probabilistic_tournament,0.1,2
29,31.550843106222928,0.14443225241480973,deterministic_tournament,probabilistic_tournament,0.1,2
30,31.471805185259043,0.14804406080236446,deterministic_tournament,probabilistic_tournament,0.1,2
31,31.783855461748722,0.13413093050774585,deterministic_tournament,probabilistic_tournament,0.1,2
32,31.805276552666772,0.12348511432328974,deterministic_tournament,probabilistic_tournament,0.1,2
33,31.7435701939874,0.125032980588363,deterministic_tournament,probabilistic_tournament,0.1,2
34,32.281382808889866,0.11255355393775761,deterministic_tournament,probabilistic_tournament,0.1,2
35,32.0551586008938,0.12098898196395787,deterministic_tournament,probabilistic_tournament,0.1,2
36,32.10376908586156,0.12092186498954587,deterministic_tournament,probabilistic_tournament,0.1,2
37,32.45927715226711,0.12447528720088417,deterministic_tournament,probabilistic_tournament,0.1,2
38,32.62082145686693,0.1255961833940403,deterministic_tournament,probabilistic_tournament,0.1,2
39,32.40729437907007,0.15328988261414708,deterministic_tournament,probabilistic_tournament,0.1,2
40,32.80943752417741,0.16576029764203631,deterministic_tournament,probabilistic_tournament,0.1,2
41,32.864700137763,0.16493288783139617,deterministic_tournament,probabilistic_tournament,0.1,2
42,32.71634760947373,0.14475815861664756,deterministic_tournament,probabilistic_tournament,0.1,2
43,32.800837298398264,0.14115276038232102,deterministic_tournament,probabilistic_tournament,0.1,2
44,33.1740063650815,0.1205617672268885,deterministic_tournament,probabilistic_tournament,0.1,2
45,33.733633446322635,0.10847291996151069,deterministic_tournament,probabilistic_tournament,0.1,2
46,33.95583287931217,0.10481227968543107,deterministic_tournament,probabilistic_tournament,0.1,2
47,34.2292272260213,0.10041612729316762,deterministic_tournament,probabilistic_tournament,0.1,2
48,34.21100457785661,0.11290229347150858,deterministic_tournament,probabilistic_tournament,0.1,2
49,34.30148640759414,0.1255867810489049,deterministic_tournament,probabilistic_tournament,0.1,2
50,34.2567910264904,0.14657304625071046,deterministic_tournament,probabilistic_tournament,0.1,2
51,34.42449807928372,0.17093676212476125,deterministic_tournament,probabilistic_tournament,0.1,2
52,34.66745409818461,0.16416017738203925,deterministic_tournament,probabilistic_tournament,0.1,2
53,34.58086996230694,0.1703634785178482,deterministic_tournament,probabilistic_tournament,0.1,2
54,34.8047439087218,0.15784434134042238,deterministic_tournament,probabilistic_tournament,0.1,2
55,35.1149362358554,0.1550648314723048,deterministic_tournament,probabilistic_tournament,0.1,2
56,35.13882402232117,0.1492535768745076,deterministic_tournament,probabilistic_tournament,0.1,2
57,35.253579925016716,0.139766818907367,deterministic_tournament,probabilistic_tournament,0.1,2
58,35.446312627507865,0.1395008845072379,deterministic_tournament,probabilistic_tournament,0.1,2
59,35.50932653260479,0.1518179618394151,deterministic_tournament,probabilistic_tournament,0.1,2
60,35.813655377898115,0.1553696933823629,deterministic_tournament,probabilistic_tournament,0.1,2
61,35.73136630564545,0.1539372374281589,deterministic_tournament,probabilistic_tournament,0.1,2
62,35.86113394571524,0.15171065645476361,deterministic_tournament,probabilistic_tournament,0.1,2
63,36.0995338289689,0.15034742781967925,deterministic_tournament,probabilistic_tournament,0.1,2
64,36.228111240722015,0.1365270151883724,deterministic_tournament,probabilistic_tournament,0.1,2
65,36.42813494663337,0.11697188245594962,deterministic_tournament,probabilistic_tournament,0.1,2
66,36.3874975829403,0.10642836708003563,deterministic_tournament,probabilistic_tournament,0.1,2
67,36.462419404913405,0.1209602423175455,deterministic_tournament,probabilistic_tournament,0.1,2
68,35.858402678028625,0.12973193606190514,deterministic_tournament,probabilistic_tournament,0.1,2
69,36.60252984237223,0.10693355529655381,deterministic_tournament,probabilistic_tournament,0.1,2
70,37.02982239493359,0.11041610665017225,deterministic_tournament,probabilistic_tournament,0.1,2
71,37.24965238715147,0.12008305674792252,deterministic_tournament,probabilistic_tournament,0.1,2
72,37.4595954653314,0.13857003196473497,deterministic_tournament,probabilistic_tournament,0.1,2
73,37.43614465342308,0.16400322293660163,deterministic_tournament,probabilistic_tournament,0.1,2
74,37.72997855321946,0.17072183517862458,deterministic_tournament,probabilistic_tournament,0.1,2
75,37.80460247775791,0.15469751551913188,deterministic_tournament,probabilistic_tournament,0.1,2
76,37.65077007457428,0.13867223591969405,deterministic_tournament,probabilistic_tournament,0.1,2
77,37.71756313552969,0.11432651993777487,deterministic_tournament,probabilistic_tournament,0.1,2
78,38.01274680177003,0.11532070388512194,deterministic_tournament,probabilistic_tournament,0.1,2
79,38.2405807234548,0.11093182258984897,deterministic_tournament,probabilistic_tournament,0.1,2
80,38.439958511506575,0.1109457403736745,deterministic_tournament,probabilistic_tournament,0.1,2
81,38.811892841228506,0.13629574533273517,deterministic_tournament,probabilistic_tournament,0.1,2
82,38.833109521615455,0.14304313986181122,deterministic_tournament,probabilistic_tournament,0.1,2
83,39.048014184960245,0.14141032285755248,deterministic_tournament,probabilistic_tournament,0.1,2
84,38.79768790769967,0.1712842809668671,deterministic_tournament,probabilistic_tournament,0.1,2
85,39.21622773742553,0.15831212959917307,deterministic_tournament,probabilistic_tournament,0.1,2
86,39.34717573006655,0.14484318648672342,deterministic_tournament,probabilistic_tournament,0.1,2
87,39.298501993988246,0.13232416826408427,deterministic_tournament,probabilistic_tournament,0.1,2
88,39.4926193500028,0.1243475304619626,deterministic_tournament,probabilistic_tournament,0.1,2
89,39.40515087699597,0.12180284608273854,deterministic_tournament,probabilistic_tournament,0.1,2
90,39.47435910937625,0.14153524383351668,deterministic_tournament,probabilistic_tournament,0.1,2
91,39.45414614959382,0.16614746533202365,deterministic_tournament,probabilistic_tournament,0.1,2
92,39.949048882631146,0.18378423858177842,deterministic_tournament,probabilistic_tournament,0.1,2
93,40.272191318879095,0.21323649461149555,deterministic_tournament,probabilistic_tournament,0.1,2
94,40.59550734827387,0.2060524319910907,deterministic_tournament,probabilistic_tournament,0.1,2
95,40.74516093726492,0.1879081052966681,deterministic_tournament,probabilistic_tournament,0.1,2
96,41.04310574503345,0.16291050362420892,deterministic_tournament,probabilistic_tournament,0.1,2
97,41.068176994904796,0.17054720079528882,deterministic_tournament,probabilistic_tournament,0.1,2
98,41.00318985991999,0.14545682797360468,deterministic_tournament,probabilistic_tournament,0.1,2
99,41.15720475598167,0.13693114557561437,deterministic_tournament,probabilistic_tournament,0.1,2
100,41.162229295343515,0.1643550817701829,deterministic_tournament,probabilistic_tournament,0.1,2
101,41.15123124768758,0.1705714333508769,deterministic_tournament,probabilistic_tournament,0.1,2
102,41.336799408702525,0.1748103517618912,deterministic_tournament,probabilistic_tournament,0.1,2
103,40.937459742256905,0.1915031609901661,deterministic_tournament,probabilistic_tournament,0.1,2
104,41.29315115648758,0.17090672595667145,deterministic_tournament,probabilistic_tournament,0.1,2
105,41.02926339702416,0.173675758378939,deterministic_tournament,probabilistic_tournament,0.1,2
106,41.73115749235401,0.15188812110257358,deterministic_tournament,probabilistic_tournament,0.1,2
107,41.95021838415554,0.1319060013014831,deterministic_tournament,probabilistic_tournament,0.1,2
108,42.111530486637704,0.12828532558513475,deterministic_tournament,probabilistic_tournament,0.1,2
109,42.31016056312995,0.09730045535369153,deterministic_tournament,probabilistic_tournament,0.1,2
110,42.78429886607133,0.09612120408867779,deterministic_tournament,probabilistic_tournament,0.1,2
111,42.91347118774069,0.09984040210791902,deterministic_tournament,probabilistic_tournament,0.1,2
112,43.012827351987106,0.10984464821930036,deterministic_tournament,probabilistic_tournament,0.1,2
113,43.296212717359246,0.10831050858501778,deterministic_tournament,probabilistic_tournament,0.1,2
114,43.3927023496898,0.11587536071059945,deterministic_tournament,probabilistic_tournament,0.1,2
115,43.79849136650116,0.10952248738098996,deterministic_tournament,probabilistic_tournament,0.1,2
116,43.68378538374199,0.11582527909241662,deterministic_tournament,probabilistic_tournament,0.1,2
117,43.584375181475906,0.1318214824007914,deterministic_tournament,probabilistic_tournament,0.1,2
118,44.03284555233567,0.1482029953022523,deterministic_tournament,probabilistic_tournament,0.1,2
119,44.1499913779701,0.15338420263482708,deterministic_tournament,probabilistic_tournament,0.1,2
120,44.08594883380059,0.14381293500849415,deterministic_tournament,probabilistic_tournament,0.1,2
121,44.17947127347051,0.12873268699547855,deterministic_tournament,probabilistic_tournament,0.1,2
122,44.348497098006256,0.11740241307218001,deterministic_tournament,probabilistic_tournament,0.1,2
123,44.15594892681312,0.12926762330832814,deterministic_tournament,probabilistic_tournament,0.1,2
124,44.57687097466503,0.1272362671905882,deterministic_tournament,probabilistic_tournament,0.1,2
125,44.70751476021598,0.14451120467918768,deterministic_tournament,probabilistic_tournament,0.1,2
126,44.97189790694388,0.13422811271111798,deterministic_tournament,probabilistic_tournament,0.1,2
127,44.80462325548203,0.15012801646613536,deterministic_tournament,probabilistic_tournament,0.1,2
128,44.85746273546786,0.18038346392380208,deterministic_tournament,probabilistic_tournament,0.1,2
129,44.85008491419539,0.21017145217505165,deterministic_tournament,probabilistic_tournament,0.1,2
130,44.28557838848861,0.22972203031373162,deterministic_tournament,probabilistic_tournament,0.1,2
131,44.66101090654261,0.25143684418350937,deterministic_tournament,probabilistic_tournament,0.1,2
132,44.79893718151211,0.2639964177584287,deterministic_tournament,probabilistic_tournament,0.1,2
133,45.0951899545972,0.2595504008418141,deterministic_tournament,probabilistic_tournament,0.1,2
134,45.781573556353266,0.2226305690610069,deterministic_tournament,probabilistic_tournament,0.1,2
135,46.40282366550101,0.18414697193391028,deterministic_tournament,probabilistic_tournament,0.1,2
136,46.60118454521866,0.17212723755052525,deterministic_tournament,probabilistic_tournament,0.1,2
137,46.993214489844576,0.1583337467773929,deterministic_tournament,probabilistic_tournament,0.1,2
138,47.085515581729275,0.14904655031739428,deterministic_tournament,probabilistic_tournament,0.1,2
139,47.14749225821401,0.15861234245732506,deterministic_tournament,probabilistic_tournament,0.1,2
140,46.57181317716602,0.17054000094353106,deterministic_tournament,probabilistic_tournament,0.1,2
141,47.26492341422143,0.1610457851233017,deterministic_tournament,probabilistic_tournament,0.1,2
142,47.01137278185319,0.17241585665053302,deterministic_tournament,probabilistic_tournament,0.1,2
143,47.55158742837316,0.15857937731277214,deterministic_tournament,probabilistic_tournament,0.1,2
144,47.538976352726884,0.16891586894517144,deterministic_tournament,probabilistic_tournament,0.1,2
145,47.979909212399434,0.18144725301850995,deterministic_tournament,probabilistic_tournament,0.1,2
146,48.32941066214746,0.17460563907716145,deterministic_tournament,probabilistic_tournament,0.1,2
147,48.578821356682155,0.1488790039192463,deterministic_tournament,probabilistic_tournament,0.1,2
148,48.67356252762936,0.10898063903702265,deterministic_tournament,probabilistic_tournament,0.1,2
149,48.664303298068596,0.12178325678833402,deterministic_tournament,probabilistic_tournament,0.1,2
150,48.888812712105356,0.1183065274517946,deterministic_tournament,probabilistic_tournament,0.1,2
0,19.242374826518517,1.5243969656974377,deterministic_tournament,probabilistic_tournament,0.1,3
1,20.763955908450086,1.531646717314464,deterministic_tournament,probabilistic_tournament,0.1,3
2,22.007881596966786,1.4668850319878615,deterministic_tournament,probabilistic_tournament,0.1,3
3,23.023208673596724,1.2249388080692338,deterministic_tournament,probabilistic_tournament,0.1,3
4,24.494095959455652,1.1420199115946115,deterministic_tournament,probabilistic_tournament,0.1,3
5,25.437269489577062,0.9580026053019802,deterministic_tournament,probabilistic_tournament,0.1,3
6,26.514727202695028,0.6426328575992816,deterministic_tournament,probabilistic_tournament,0.1,3
7,26.714405197576507,0.586906902404621,deterministic_tournament,probabilistic_tournament,0.1,3
8,27.225054909936894,0.4150513269207559,deterministic_tournament,probabilistic_tournament,0.1,3
9,27.727671894026408,0.42968283598254803,deterministic_tournament,probabilistic_tournament,0.1,3
10,28.238377591909284,0.4134009019853415,deterministic_tournament,probabilistic_tournament,0.1,3
11,28.661859594897628,0.39920915324635414,deterministic_tournament,probabilistic_tournament,0.1,3
12,28.674113237015632,0.35234832846978037,deterministic_tournament,probabilistic_tournament,0.1,3
13,28.91884908627909,0.3102394673070892,deterministic_tournament,probabilistic_tournament,0.1,3
