generation,mean_performance,diversity,selection_method_1,selection_method_2,A_and_B,run
129,39.69612404181019,0.30568506259228534,elite,roulette,0.1,1
130,39.411396218112756,0.31764246901302573,elite,roulette,0.1,1
131,39.17859823660524,0.3372306012650277,elite,roulette,0.1,1
132,39.89520564807336,0.33295396530702587,elite,roulette,0.1,1
133,40.79912433420134,0.29739624629987665,elite,roulette,0.1,1
134,40.42887631082881,0.33136077883895027,elite,roulette,0.1,1
135,40.802370400549485,0.30047395386434017,elite,roulette,0.1,1
136,41.04225657855638,0.2737829251630491,elite,roulette,0.1,1
137,40.78622658442242,0.25417211437400117,elite,roulette,0.1,1
138,41.06512499876017,0.23109558766085994,elite,roulette,0.1,1
139,41.30756252007379,0.16004408854299854,elite,roulette,0.1,1
140,41.21890765891584,0.18964278779980584,elite,roulette,0.1,1
141,41.74841262837214,0.11897561634309761,elite,roulette,0.1,1
142,41.824755665574706,0.1199062546522197,elite,roulette,0.1,1
143,42.088965797677055,0.1118425558872712,elite,roulette,0.1,1
144,41.665343605077766,0.125382425071426,elite,roulette,0.1,1
145,41.90998718515365,0.1316830820741119,elite,roulette,0.1,1
146,42.0330951132548,0.13935445043991804,elite,roulette,0.1,1
147,42.05413182771692,0.13172620472771548,elite,roulette,0.1,1
148,42.28397323339047,0.1257218055138876,elite,roulette,0.1,1
149,42.58859343593782,0.12427101394837113,elite,roulette,0.1,1
150,42.39508122934597,0.1289497641887975,elite,roulette,0.1,1
0,18.40803772463229,1.4916154567184667,elite,roulette,0.1,2
1,19.81594593236432,1.3127914543783403,elite,roulette,0.1,2
2,20.59775698122568,1.212643478986007,elite,roulette,0.1,2
3,22.11265599354329,1.0557332555875274,elite,roulette,0.1,2
4,23.375353664666346,0.9821052519172805,elite,roulette,0.1,2
5,24.344571111147225,0.9388537277070511,elite,roulette,0.1,2
6,25.13923122528727,0.9374360565224876,elite,roulette,0.1,2
7,25.854215152845676,0.8067078823347402,elite,roulette,0.1,2
8,27.32643212209258,0.5748694988394718,elite,roulette,0.1,2
9,27.58509289490974,0.4694477176647729,elite,roulette,0.1,2
10,27.65436952764497,0.4478831760888889,elite,roulette,0.1,2
11,28.01150082332094,0.32489229269791703,elite,roulette,0.1,2
12,27.99156572751224,0.357801322379173,elite,roulette,0.1,2
13,28.041532378150173,0.3615621903193813,elite,roulette,0.1,2
14,28.0875491943242,0.35279160291505324,elite,roulette,0.1,2
15,28.665412186157663,0.284383583869554,elite,roulette,0.1,2
16,28.682832252179775,0.2785750211070436,elite,roulette,0.1,2
17,28.842796921695737,0.24014064894117446,elite,roulette,0.1,2
18,28.796838309279202,0.24809980532651166,elite,roulette,0.1,2
19,28.960589450650023,0.24861947372173832,elite,roulette,0.1,2
20,29.09397840116305,0.23223270914604335,elite,roulette,0.1,2
21,29.237827827344,0.2535961130150463,elite,roulette,0.1,2
22,29.862569147956524,0.15278303572321,elite,roulette,0.1,2
23,29.76552786418027,0.1631683836378796,elite,roulette,0.1,2
24,29.61374987802784,0.19561750772849393,elite,roulette,0.1,2
25,29.716872006292093,0.17933199935964725,elite,roulette,0.1,2
26,29.205130303673286,0.1990422231362355,elite,roulette,0.1,2
27,29.380565545505544,0.18392195509130796,elite,roulette,0.1,2
28,30.05881769290457,0.18910928072870858,elite,roulette,0.1,2
29,29.98585367821887,0.20831806715511447,elite,roulette,0.1,2
30,30.32092059575491,0.20033301751783097,elite,roulette,0.1,2
31,30.310516551229366,0.22830820218307588,elite,roulette,0.1,2
32,30.86000524006613,0.20107592704851682,elite,roulette,0.1,2
33,30.863152982459592,0.19239466361657917,elite,roulette,0.1,2
34,31.008581684222555,0.176517946904343,elite,roulette,0.1,2
35,30.914140901855795,0.17570788407846064,elite,roulette,0.1,2
36,30.850284211791845,0.17637508459236031,elite,roulette,0.1,2
37,31.14168168539682,0.16581115198027416,elite,roulette,0.1,2
38,31.3607233048219,0.15974687355093717,elite,roulette,0.1,2
39,31.37807632201971,0.16988309453045014,elite,roulette,0.1,2
40,31.853998987628493,0.16818083895866662,elite,roulette,0.1,2
41,32.22479847127971,0.18257390804302664,elite,roulette,0.1,2
42,32.306879656314244,0.19618801409757705,elite,roulette,0.1,2
43,32.35529910353116,0.1992823637700619,elite,roulette,0.1,2
44,32.25427412993069,0.20349634021627847,elite,roulette,0.1,2
45,32.27350844760865,0.23243526551505336,elite,roulette,0.1,2
46,31.85465787117122,0.2618324041452596,elite,roulette,0.1,2
47,32.23359417879959,0.27855268948353523,elite,roulette,0.1,2
48,32.39812492503723,0.25091690583275233,elite,roulette,0.1,2
49,32.70624936820869,0.26075526162922297,elite,roulette,0.1,2
50,33.01996981564961,0.2444213929501029,elite,roulette,0.1,2
51,33.25738100907586,0.22497188588137892,elite,roulette,0.1,2
52,33.261040401027316,0.2319348822687347,elite,roulette,0.1,2
53,33.314705145068984,0.24510680241432592,elite,roulette,0.1,2
54,33.3585182365762,0.2355912408291232,elite,roulette,0.1,2
55,33.268942901739656,0.20140654273987982,elite,roulette,0.1,2
56,32.96547901841293,0.16692639514220467,elite,roulette,0.1,2
57,32.89684366576037,0.1704214370620886,elite,roulette,0.1,2
58,33.34780663987454,0.1715669559465497,elite,roulette,0.1,2
59,33.955860750008156,0.15564576508096073,elite,roulette,0.1,2
60,33.414047425755584,0.12800859698438624,elite,roulette,0.1,2
61,33.33623338565649,0.13577066032691051,elite,roulette,0.1,2
62,33.197665964062715,0.14146343792155813,elite,roulette,0.1,2
63,33.4292960948088,0.13093133592936929,elite,roulette,0.1,2
64,33.754485978854035,0.13428945197850758,elite,roulette,0.1,2
65,34.278684361171386,0.13045903181087234,elite,roulette,0.1,2
66,34.54721923118432,0.12750332315404786,elite,roulette,0.1,2
67,34.645987075879425,0.1017504679341023,elite,roulette,0.1,2
68,34.43331525358687,0.10323482053718176,elite,roulette,0.1,2
69,34.46425490129672,0.09814216880759509,elite,roulette,0.1,2
70,34.69454993783972,0.10623123117615473,elite,roulette,0.1,2
71,34.674860430166476,0.09220629876230883,elite,roulette,0.1,2
72,34.46753449984178,0.1082424289965596,elite,roulette,0.1,2
73,34.567849162984274,0.10537536474942251,elite,roulette,0.1,2
74,34.958244352798346,0.10823542605099923,elite,roulette,0.1,2
75,35.30337135174957,0.11154183772742872,elite,roulette,0.1,2
76,34.9612935334156,0.1180399475301913,elite,roulette,0.1,2
77,35.46910662855773,0.12451239250442857,elite,roulette,0.1,2
78,35.49895623858808,0.10492929316495765,elite,roulette,0.1,2
79,35.659629479136186,0.09798485569042537,elite,roulette,0.1,2
80,35.81123264361844,0.10547467145804905,elite,roulette,0.1,2
81,35.42548068874431,0.1404605917947702,elite,roulette,0.1,2
82,35.36697323024492,0.1441493065784716,elite,roulette,0.1,2
83,35.0073704045417,0.16663514970374219,elite,roulette,0.1,2
84,35.1857959997041,0.16882946335205742,elite,roulette,0.1,2
85,35.552114792584845,0.17085819595908028,elite,roulette,0.1,2
86,36.0137211176768,0.18349281996109432,elite,roulette,0.1,2
87,35.81859668248575,0.1833959146753115,elite,roulette,0.1,2
88,36.29489867505814,0.1781686674415265,elite,roulette,0.1,2
89,36.42354095300523,0.18103060417446168,elite,roulette,0.1,2
90,36.33849544037995,0.178639632306233,elite,roulette,0.1,2
91,36.78466283242174,0.18709440111244183,elite,roulette,0.1,2
92,36.93667566787256,0.2097558642053953,elite,roulette,0.1,2
93,37.24367125991237,0.22156954172386575,elite,roulette,0.1,2
94,37.27854491179747,0.23201357491564653,elite,roulette,0.1,2
95,37.3556789961928,0.23943180566455835,elite,roulette,0.1,2
96,37.66184254889976,0.22168955867983828,elite,roulette,0.1,2
97,37.71843538499897,0.22511595950088203,elite,roulette,0.1,2
98,37.56253449556471,0.22369094293561287,elite,roulette,0.1,2
99,37.72926089267967,0.2208728309067437,elite,roulette,0.1,2
100,38.03075090203736,0.2395678256642293,elite,roulette,0.1,2
101,38.16396816004449,0.20756931550764798,elite,roulette,0.1,2
102,38.32978764846456,0.2027565515825693,elite,roulette,0.1,2
103,38.12168868316817,0.18040198059909865,elite,roulette,0.1,2
104,37.925933268023,0.1933365754713011,elite,roulette,0.1,2
105,38.06196295799195,0.20059065286146474,elite,roulette,0.1,2
106,38.027045401099365,0.19341307686654166,elite,roulette,0.1,2
107,37.97933822596216,0.21238163617913605,elite,roulette,0.1,2
108,38.86082021292159,0.2088310388443518,elite,roulette,0.1,2
109,39.420562466916465,0.22640243445564026,elite,roulette,0.1,2
110,39.21313453747441,0.23488879456067302,elite,roulette,0.1,2
111,39.593956822243236,0.2578468810837175,elite,roulette,0.1,2
112,39.71659376653722,0.2889716562706623,elite,roulette,0.1,2
113,40.02612337561744,0.28338173915861814,elite,roulette,0.1,2
114,39.6741154705568,0.3329805086831534,elite,roulette,0.1,2
115,40.073242766297675,0.3533492553098714,elite,roulette,0.1,2
116,40.632263287689845,0.3188983594059714,elite,roulette,0.1,2
117,41.046750565857295,0.3032647330970391,elite,roulette,0.1,2
118,41.120982138380626,0.28660588506849555,elite,roulette,0.1,2
119,40.730308972976,0.2822750230982321,elite,roulette,0.1,2
120,40.82453325189873,0.26737490892735394,elite,roulette,0.1,2
121,41.29531771350114,0.22882549876195588,elite,roulette,0.1,2
122,41.42191935794505,0.25219494253030145,elite,roulette,0.1,2
123,41.79840102915978,0.25903950030831957,elite,roulette,0.1,2
124,42.01081546100799,0.22124377829941444,elite,roulette,0.1,2
125,41.95152413301926,0.1990374640527753,elite,roulette,0.1,2
126,42.11455401589424,0.19923819409332608,elite,roulette,0.1,2
127,42.33591763346096,0.18097921325881974,elite,roulette,0.1,2
128,42.48235831519117,0.18899633022386597,elite,roulette,0.1,2
129,41.77024483563524,0.1838484973005191,elite,roulette,0.1,2
130,41.1668865934536,0.19073119131446462,elite,roulette,0.1,2
131,42.371776210252435,0.1688165797056571,elite,roulette,0.1,2
132,42.4582031348085,0.17459644046850997,elite,roulette,0.1,2
133,42.59137594734257,0.17267705564527466,elite,roulette,0.1,2
134,42.93476161672315,0.15042166091323464,elite,roulette,0.1,2
135,43.05851527961649,0.13462552441962633,elite,roulette,0.1,2
136,42.79714613654406,0.17442586241956168,elite,roulette,0.1,2
137,42.854157639629555,0.18637253761160003,elite,roulette,0.1,2
138,42.510550484913765,0.22016786358613427,elite,roulette,0.1,2
139,42.87354216342562,0.20116523734422884,elite,roulette,0.1,2
140,43.39333866126805,0.1746053913939314,elite,roulette,0.1,2
141,43.38047161163272,0.16703101936637552,elite,roulette,0.1,2
142,43.74414398259526,0.18145831581980307,elite,roulette,0.1,2
143,43.68670708911206,0.19225303198835705,elite,roulette,0.1,2
144,43.89513502201728,0.19661404473202118,elite,roulette,0.1,2
145,43.766597131950036,0.2136515967507585,elite,roulette,0.1,2
146,44.36804871955723,0.1940612845886425,elite,roulette,0.1,2
147,44.021862126454245,0.1997877646501035,elite,roulette,0.1,2
148,43.86701167905806,0.18613172619436172,elite,roulette,0.1,2
149,43.91913748383825,0.1920637625388937,elite,roulette,0.1,2
150,43.71053326420169,0.20779617261243932,elite,roulette,0.1,2
0,18.79856728220888,1.5979291941720295,elite,roulette,0.1,3
1,20.710357757172925,1.6283755726896219,elite,roulette,0.1,3
2,22.091574017701156,1.5038723406817607,elite,roulette,0.1,3
3,23.337996447033916,1.355866150906694,elite,roulette,0.1,3
4,24.645820613199202,1.2236823530070022,elite,roulette,0.1,3
5,25.82764759538722,0.936215375587505,elite,roulette,0.1,3
6,26.183239148086997,0.8111515250633986,elite,roulette,0.1,3
7,26.631382818015332,0.8769953615581677,elite,roulette,0.1,3
8,26.680820483294077,0.8522155519046014,elite,roulette,0.1,3
9,27.19265736914449,0.896512609025355,elite,roulette,0.1,3
10,28.24284947575023,0.6670576895611652,elite,roulette,0.1,3
11,28.62039890402278,0.5438597699232052,elite,roulette,0.1,3
12,29.010406310010794,0.5357323668921451,elite,roulette,0.1,3
13,29.207385642145745,0.4270641776473127,elite,roulette,0.1,3
14,29.50412497599491,0.350772260734781,elite,roulette,0.1,3
15,29.657770310126715,0.3777720680177905,elite,roulette,0.1,3
16,29.79840702706291,0.3561213094714338,elite,roulette,0.1,3
17,29.697390775872435,0.37206727263429973,elite,roulette,0.1,3
18,29.69081050592428,0.38750989525252216,elite,roulette,0.1,3
19,30.21938857637485,0.4119158401859089,elite,roulette,0.1,3
20,30.7802981549588,0.4030326984105668,elite,roulette,0.1,3
21,31.427675847825682,0.3089512625109017,elite,roulette,0.1,3
22,31.89877970308734,0.26841680237479637,elite,roulette,0.1,3
23,31.664502071240413,0.2721173842863192,elite,roulette,0.1,3
24,31.953091187458902,0.25107955948275934,elite,roulette,0.1,3
25,32.23719774570787,0.21696596336134155,elite,roulette,0.1,3
26,32.28059721706959,0.19919375260400177,elite,roulette,0.1,3
27,32.29241511268168,0.191759420814515,elite,roulette,0.1,3
28,32.07716950356065,0.19384248922980418,elite,roulette,0.1,3
29,32.18538933789581,0.19754966458525916,elite,roulette,0.1,3
30,32.422502788099365,0.18355970137655778,elite,roulette,0.1,3
31,32.64087772158187,0.15327304267488673,elite,roulette,0.1,3
32,32.749194010915545,0.14168935628888749,elite,roulette,0.1,3
33,33.1181374476451,0.13623301930061593,elite,roulette,0.1,3
34,33.195437242152856,0.11354612228153815,elite,roulette,0.1,3
35,33.00182036313325,0.1238888513864508,elite,roulette,0.1,3
36,32.8105465253375,0.13475897579082075,elite,roulette,0.1,3
37,33.044862550691825,0.11402190554081859,elite,roulette,0.1,3
38,33.21261758582437,0.12524799319105526,elite,roulette,0.1,3
39,33.67721943743943,0.13811214834942762,elite,roulette,0.1,3
40,34.03733957240327,0.12150271272512714,elite,roulette,0.1,3
41,33.90875695222783,0.11038300752450529,elite,roulette,0.1,3
42,33.94645039894347,0.12481532489990367,elite,roulette,0.1,3
43,33.995567749773606,0.13015120569905844,elite,roulette,0.1,3
44,33.7581065388299,0.133377783853762,elite,roulette,0.1,3
45,34.07399160150371,0.13245139755166985,elite,roulette,0.1,3
46,34.162835434947866,0.1487209935380814,elite,roulette,0.1,3
47,34.461857333115816,0.13851942016054405,elite,roulette,0.1,3
48,34.32610926934963,0.13684482836314238,elite,roulette,0.1,3
49,34.60222316209785,0.13568082645540933,elite,roulette,0.1,3
50,34.50224305802022,0.1513923573708536,elite,roulette,0.1,3
51,34.515417435704414,0.16190519891049443,elite,roulette,0.1,3
52,34.70588999036226,0.16642447752027253,elite,roulette,0.1,3
53,34.879838648620705,0.18922906563097416,elite,roulette,0.1,3
54,35.090983695292856,0.1878854964624075,elite,roulette,0.1,3
55,35.60621746073997,0.16604044265079998,elite,roulette,0.1,3
56,35.858081327338816,0.16508318480453868,elite,roulette,0.1,3
57,35.78858678646455,0.17540103137460164,elite,roulette,0.1,3
58,35.59205124299511,0.16540141741220624,elite,roulette,0.1,3
59,35.24327739744496,0.15348659050934915,elite,roulette,0.1,3
60,35.38964733506735,0.13904699481185404,elite,roulette,0.1,3
61,35.70775795595746,0.12365907152747642,elite,roulette,0.1,3
62,36.06533391791403,0.12076122922529031,elite,roulette,0.1,3
63,36.553735497462405,0.11794093587023767,elite,roulette,0.1,3
64,36.42287055504606,0.12755773472015094,elite,roulette,0.1,3
65,36.25931456680781,0.1508861255410694,elite,roulette,0.1,3
66,36.50860730622491,0.14787316870836145,elite,roulette,0.1,3
67,37.09476035401069,0.1390361598517615,elite,roulette,0.1,3
68,37.21157370053377,0.1279740236275802,elite,roulette,0.1,3
69,37.05050252455327,0.12863487628212347,elite,roulette,0.1,3
70,36.675670444554704,0.1472471906487937,elite,roulette,0.1,3
71,36.633398140582024,0.14158735327886593,elite,roulette,0.1,3
72,36.93048372948464,0.12796465825512826,elite,roulette,0.1,3
73,36.76896258489078,0.15475128043477632,elite,roulette,0.1,3
74,37.11720145197449,0.1764861721663803,elite,roulette,0.1,3
75,37.63593903588111,0.17166037610685958,elite,roulette,0.1,3
76,37.82992369719366,0.1554817988284264,elite,roulette,0.1,3
77,38.48486698394115,0.14683092411966134,elite,roulette,0.1,3
78,38.55492585226324,0.16971639620986703,elite,roulette,0.1,3
79,38.40557605371811,0.18179399549481753,elite,roulette,0.1,3
80,38.877177285430086,0.19262344471224502,elite,roulette,0.1,3
81,38.76030434107836,0.17750642296836905,elite,roulette,0.1,3
82,39.272010246921866,0.16551491326726286,elite,roulette,0.1,3
83,39.20031217531368,0.1633888809482444,elite,roulette,0.1,3
84,39.41353500392209,0.15502847674263448,elite,roulette,0.1,3
85,39.6005234288359,0.16297415779333838,elite,roulette,0.1,3
86,39.579074305835135,0.16646178546255355,elite,roulette,0.1,3
87,39.21569403893999,0.2002322534192055,elite,roulette,0.1,3
88,39.80777791732691,0.2084025069999886,elite,roulette,0.1,3
89,39.86959462679312,0.20080187035836497,elite,roulette,0.1,3
90,39.839767078108075,0.18068517231096548,elite,roulette,0.1,3
91,39.60355180468418,0.18691354083391057,elite,roulette,0.1,3
92,39.74711945323556,0.17606465753702208,elite,roulette,0.1,3
93,39.79995043614543,0.14751895816803315,elite,roulette,0.1,3
94,40.0216496494297,0.1687095978562152,elite,roulette,0.1,3
95,40.33934568103787,0.176887642778926,elite,roulette,0.1,3
96,40.22083122439024,0.19868810207786433,elite,roulette,0.1,3
97,40.42991353505669,0.205896537590976,elite,roulette,0.1,3
98,40.39637454566127,0.20880015413395878,elite,roulette,0.1,3
99,40.5473433163828,0.209734833845736,elite,roulette,0.1,3
100,40.60719345096251,0.23215329197019086,elite,roulette,0.1,3
101,41.03453023557916,0.18245857968353,elite,roulette,0.1,3
102,41.280040715440926,0.17800531022784835,elite,roulette,0.1,3
103,41.502056925732134,0.18026309788583547,elite,roulette,0.1,3
104,41.54383554720564,0.17227872668608693,elite,roulette,0.1,3
105,41.21633898357748,0.16819660329576477,elite,roulette,0.1,3
106,41.66088031170275,0.14891257392719767,elite,roulette,0.1,3
107,41.118969303430475,0.15399393900983224,elite,roulette,0.1,3
108,41.54379662150805,0.153943294392369,elite,roulette,0.1,3
109,40.96620140914463,0.17624164234440123,elite,roulette,0.1,3
110,41.221309890913034,0.17364876414165184,elite,roulette,0.1,3
111,41.86927853971836,0.17347348384060343,elite,roulette,0.1,3
112,42.0762886899917,0.1545256585689199,elite,roulette,0.1,3
113,42.41813512782652,0.1602059281832061,elite,roulette,0.1,3
114,42.70837149764715,0.14006380793154083,elite,roulette,0.1,3
115,42.42984492476692,0.15087316988744656,elite,roulette,0.1,3
116,42.41411130497844,0.1549372479130016,elite,roulette,0.1,3
117,42.710609752231015,0.18370410214084532,elite,roulette,0.1,3
118,43.003777415442194,0.1774384229947984,elite,roulette,0.1,3
119,42.94941492134474,0.18228804577507804,elite,roulette,0.1,3
120,43.17296702317308,0.2111408563078259,elite,roulette,0.1,3
121,42.673976655571266,0.20244788771613095,elite,roulette,0.1,3
122,43.24202462604058,0.21456845004107594,elite,roulette,0.1,3
123,43.15196982976981,0.22603290586475475,elite,roulette,0.1,3
124,43.51546124061779,0.23072296511979426,elite,roulette,0.1,3
125,43.807279192584204,0.21746133740316254,elite,roulette,0.1,3
126,44.06915910787354,0.21005702825155356,elite,roulette,0.1,3
127,44.15853526405632,0.1945405466835508,elite,roulette,0.1,3
128,44.44427842117759,0.18738557190802618,elite,roulette,0.1,3
129,44.3799009084741,0.1681356128035242,elite,roulette,0.1,3
130,44.5038179636233,0.19691237300570322,elite,roulette,0.1,3
131,44.79588711590029,0.19461708484247167,elite,roulette,0.1,3
132,45.011205431935906,0.22055740498142126,elite,roulette,0.1,3
