generation,mean_performance,diversity,selection_method,end_condition
79,33.03754124235413,0.16373850695010675,probabilistic_tournament,max_generations
80,33.62607481714927,0.16791799924492115,probabilistic_tournament,max_generations
81,33.77781839694987,0.15737794048063655,probabilistic_tournament,max_generations
82,33.892528066934744,0.15459948455525827,probabilistic_tournament,max_generations
83,33.711223100357216,0.15626904536397038,probabilistic_tournament,max_generations
84,33.78797161536646,0.14984376200232102,probabilistic_tournament,max_generations
85,34.09254075103379,0.12884195888176883,probabilistic_tournament,max_generations
86,34.101120517886024,0.14036260160276373,probabilistic_tournament,max_generations
87,33.91980191006904,0.1409961589139326,probabilistic_tournament,max_generations
88,33.869294619818376,0.14416116057452447,probabilistic_tournament,max_generations
89,33.99797624159758,0.15406833173367548,probabilistic_tournament,max_generations
90,34.319781369189144,0.14484182761850542,probabilistic_tournament,max_generations
91,34.489354925402594,0.15220805987887182,probabilistic_tournament,max_generations
92,34.07292081513288,0.14410592118009388,probabilistic_tournament,max_generations
93,34.3765689355074,0.1422757691211866,probabilistic_tournament,max_generations
94,34.64777998616357,0.14876263354823532,probabilistic_tournament,max_generations
95,34.72007044019936,0.14110460345251521,probabilistic_tournament,max_generations
96,34.54385787599694,0.14839871009912367,probabilistic_tournament,max_generations
97,34.98353652953349,0.127087875517306,probabilistic_tournament,max_generations
98,34.889243350900045,0.1249395130436255,probabilistic_tournament,max_generations
99,35.12976068561085,0.110180604624677,probabilistic_tournament,max_generations
100,35.1217207798728,0.1212064242664599,probabilistic_tournament,max_generations
101,35.08013356024734,0.10769390653541087,probabilistic_tournament,max_generations
102,35.24141772010073,0.10252359060697754,probabilistic_tournament,max_generations
103,34.896888587814836,0.10602858224726708,probabilistic_tournament,max_generations
104,34.97117774407677,0.11191544804270438,probabilistic_tournament,max_generations
105,35.164271022931274,0.1244315372489788,probabilistic_tournament,max_generations
106,35.21453330232696,0.09800807717504785,probabilistic_tournament,max_generations
107,34.99878302665879,0.09983247130444335,probabilistic_tournament,max_generations
108,35.53905270226708,0.09072236584041866,probabilistic_tournament,max_generations
109,35.765594093201486,0.0730038174856999,probabilistic_tournament,max_generations
110,35.513136456038914,0.09595654507705827,probabilistic_tournament,max_generations
111,35.04408408341968,0.11390685293233647,probabilistic_tournament,max_generations
112,35.41024560294297,0.11876230731127425,probabilistic_tournament,max_generations
113,35.715526629028055,0.12975818789242305,probabilistic_tournament,max_generations
114,35.840049428899896,0.14424124438156075,probabilistic_tournament,max_generations
115,35.89568088537592,0.14854422138042314,probabilistic_tournament,max_generations
116,35.92888341642702,0.16682131273186673,probabilistic_tournament,max_generations
117,35.47542458579493,0.17319043147608185,probabilistic_tournament,max_generations
118,35.81837987517628,0.17129889630284903,probabilistic_tournament,max_generations
119,35.95331928583657,0.18006347604625358,probabilistic_tournament,max_generations
