strength,agility,expertise,endurance,health,height,performance,generation,N,K,M,threshold,character_type,selection_method_1,selection_method_2,selection_method_3,selection_method_4,crossing_method,mutation_method,new_generation_method,gene,A,B,p_m,Tc,T0,k,max_generations,max_generations_without_change,delta,optimal_fitness,optimal_fitness_error
33.4859056854195,35.88501353108585,27.689763899650888,28.751823766184845,24.187493117658903,1.894095542764294,25.789719786897894,33,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
40.5673502949141,37.38268228383082,28.889267742465208,20.117401354438076,23.04329832435178,1.9010785369953624,31.641575146011608,44,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
45.204726397624434,33.126408396196865,30.22997284701437,17.7115559977063,23.727336361458022,1.8785209414279302,32.419267274126696,66,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
38.38909857834724,42.81266067609126,24.084267071991732,23.934815209474426,20.77915846409533,1.9365339692186692,31.07116840418162,71,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
35.88818797161486,37.253659517154,32.25584264276341,19.738930802683523,24.863379065784226,1.9176267401977263,29.42754440497179,37,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
46.11640272917063,28.7921339378677,33.646243819378434,15.354193812792438,26.09102570079081,1.913497114981922,32.098276569204934,50,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
45.99734981532793,37.194821661637185,21.83209091204476,21.444184679135606,23.531552931854506,1.8972915246570698,32.48573339867047,54,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
36.5767316020835,34.434508245945956,32.80657492453817,23.733131183646137,22.44905404378622,1.9318204528157294,28.665345960957076,64,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
34.7836403468837,34.829054088001286,30.17837801944901,18.98130950499993,31.227618040666098,1.9188600441979053,27.06856779539238,41,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
42.42886505340766,33.883091000397435,31.120947862418653,18.964331522048873,23.602764561727383,1.9247191273749622,31.818207640990522,41,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
36.20939912914661,39.302498912987595,30.61905022853598,15.380066835124593,28.48898489420523,1.892686501514973,29.966777894130118,37,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
40.2371215427304,38.03996489875213,29.165127394719665,24.98209130337391,17.575694860423905,1.924448317529751,31.7876141089272,66,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
41.773937270570705,40.53875201459594,30.86044360960192,21.21639406612169,15.610473039109754,1.9201665692610377,34.64843731664348,88,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
39.58887316396305,31.679318712225093,27.956765128052275,22.770362612186258,28.004680383573316,1.8722727672799329,27.502170505577286,40,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
41.22127374038277,38.72602563295781,28.040735703747156,20.338811321921767,21.673153600990496,1.8993246075589487,32.44398962573276,61,10,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
40.05011193854452,37.73289035489127,30.03340963712118,19.890785839139866,22.292802230303167,1.940563870734966,31.625760191985854,55,11,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
40.451560424193474,36.514937928771246,30.30696535737194,21.307710549298996,21.41882574036434,1.9274952065624673,31.572379407092395,54,11,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
36.93581185401722,37.17824961155682,36.93728536734646,15.478013556861672,23.470639610217837,1.9266308448290772,31.395446399283415,64,11,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
42.11877761088067,29.947351649529775,30.382745754400236,26.015230736649528,21.535894248539783,1.9190980570730352,29.2737442543053,62,11,6,3,0.7,archer,deterministic_tournament,boltzmann,deterministic_tournament,boltzmann,double_point,uniform_multigen,new_over_actual,items,0.5,0.5,0.1,0.1,10,2,250,10,0.01,100,2
